year,month,originCountry,dollarRate,consumerPriceIndex,totalCount
2022,10,4,363.0,113.5,2881
2022,10,0,363.0,130.8,2106
2022,10,6,363.0,99.98126807,1943
2022,10,1,363.0,153.8,1625
2022,10,3,363.0,113.9,1540
2022,10,15,363.0,136.6679584,1253
2022,10,12,363.0,104.6392,889
2022,9,10,368.5,230.1,13820
2022,9,5,368.5,176.5,10167
2022,9,4,368.5,113.7,5169
2022,9,14,368.5,124.8,4506
2022,9,0,368.5,130.8,2939
2022,9,15,368.5,136.5299201,2089
2022,9,1,368.5,154.0,1994
2022,9,3,368.5,114.26,1841
2022,9,6,368.5,100.0,1626
2022,9,12,368.5,104.6432,832
2022,2,10,367.5,231.9,19963
2022,2,5,367.5,175.7,17350
2022,2,14,367.5,125.3,7879
2022,2,0,367.5,130.8,5158
2022,2,4,367.5,113.2,4984
2022,2,15,367.5,136.1107608,3638
2022,2,6,367.5,100.4900371,3444
2022,2,3,367.5,114.16,2665
2022,2,1,367.5,153.1,2618
2022,2,8,367.5,95.0,1457
2022,4,10,201.2,209.2546,13478
2022,4,5,201.2,165.7,11751
2022,4,13,201.2,320.4,7774
2022,4,14,201.2,114.6,7442
2022,4,4,201.2,105.2,5339
2022,4,3,201.2,108.12,3616
2022,4,9,201.2,149.1,3185
2022,4,0,201.2,123.9,2814
2022,4,6,201.2,97.55655781,2401
2022,4,8,201.2,227.85,2041
2022,3,10,200.92,211.7029,15340
2022,3,5,200.92,166.1,12744
2022,3,14,200.92,115.4,10642
2022,3,4,200.92,106.0,7780
2022,3,3,200.92,108.94,5699
2022,3,13,200.92,325.5,5288
2022,3,9,200.92,148.7,4315
2022,3,8,200.92,229.673,2821
2022,3,8,200.92,126.2,2055
2022,3,1,200.92,146.8,1958
2022,7,5,294.0,167.7,23216
2022,7,14,294.0,116.5,12908
2022,7,4,294.0,108.1,9561
2022,7,10,294.0,227.82,8899
2022,7,3,294.0,110.49,5741
2022,7,9,294.0,153.6,3315
2022,7,15,294.0,131.8490017,3114
2022,7,1,294.0,148.9,2989
2022,7,8,294.0,238.171,2598
2022,7,0,294.0,123.9,2359
2022,0,14,355.0,119.0,11539
2022,0,5,355.0,170.1,8678
2022,0,4,355.0,108.8,6088
2022,0,3,355.0,110.97,4035
2022,0,10,355.0,231.4,3874
2022,0,0,355.0,126.1,3508
2022,0,1,355.0,149.8,2083
2022,0,15,355.0,132.5850529,1872
2022,0,12,355.0,103.3351,1647
2022,0,7,355.0,119.81,1575
2022,8,5,360.0,171.7,5562
2022,8,14,360.0,119.7,3723
2022,8,10,360.0,231.6,3202
2022,8,4,360.0,109.8,2208
2022,8,1,360.0,151.9,2013
2022,8,0,360.0,126.1,1660
2022,8,15,360.0,134.0466074,1368
2022,8,3,360.0,111.72,1076
2022,8,6,360.0,99.08354377,849
2022,8,11,360.0,108.262,692
2022,6,5,356.0,172.6,6810
2022,6,14,356.0,120.5,3368
2022,6,0,356.0,126.1,2511
2022,6,4,356.0,109.8,2466
2022,6,1,356.0,152.9,2308
2022,6,3,356.0,112.55,1717
2022,6,15,356.0,135.8878818,1647
2022,6,10,356.0,230.8,1610
2022,6,6,356.0,99.5262474,1130
2022,6,11,356.0,110.267,1027
2022,5,14,357.0,121.2,9257
2022,5,5,357.0,173.4,6031
2022,5,4,357.0,110.3,3666
2022,5,3,357.0,112.87,3567
2022,5,1,357.0,153.1,3458
2022,5,12,357.0,104.4916,2207
2022,5,7,357.0,121.57,2053
2022,5,0,357.0,128.4,1974
2022,5,10,357.0,229.9,1918
2022,5,11,357.0,109.986,1499
2023,4,10,365.0,233.9,25254
2023,4,5,365.0,176.5,13759
2023,4,14,365.0,124.8,8483
2023,4,4,365.0,114.3,8217
2023,4,3,365.0,114.6,4840
2023,4,1,365.0,153.9,3681
2023,4,0,365.0,132.6,3668
2023,4,15,365.0,137.1990158,2636
2023,4,6,365.0,101.4508329,2203
2023,4,8,365.0,95.2,1868
2023,3,10,362.0,234.9,29084
2023,3,5,362.0,176.8,13714
2023,3,14,362.0,126.0,8575
2023,3,4,362.0,115.2,7930
2023,3,3,362.0,115.78,6118
2023,3,0,362.0,132.6,3113
2023,3,1,362.0,154.5,3107
2023,3,15,362.0,137.9648759,2443
2023,3,8,362.0,95.7,2188
2023,3,6,362.0,101.6780132,1818
2023,7,10,324.0,235.8,25553
2023,7,5,324.0,177.2,18959
2023,7,14,324.0,126.8,11053
2023,7,4,324.0,116.1,9702
2023,7,3,324.0,116.79,5786
2023,7,15,324.0,138.4216404,5701
2023,7,0,324.0,132.6,4725
2023,7,1,324.0,155.3,4066
2023,7,8,324.0,174.1,3738
2023,7,2,324.0,103.2,3096
2023,0,5,320.0,178.1,19915
2023,0,10,320.0,236.7,14656
2023,0,14,320.0,128.3,8743
2023,0,4,320.0,116.6,7404
2023,0,3,320.0,117.5,5535
2023,0,2,320.0,103.0,5118
2023,0,0,320.0,133.7,4996
2023,0,15,320.0,139.1219208,3940
2023,0,1,320.0,156.4,3310
2023,0,8,320.0,105.1,2318
2023,8,5,290.0,179.0,23016
2023,8,10,290.0,237.4,7760
2023,8,4,290.0,116.5,6854
2023,8,14,290.0,129.1,5987
2023,8,0,290.0,133.7,4201
2023,8,2,290.0,102.9,4173
2023,8,1,290.0,157.0,3753
2023,8,15,290.0,139.4722903,3240
2023,8,6,290.0,101.8753433,2438
2023,8,3,290.0,117.44,2414
2023,6,5,307.5,181.0,26830
2023,6,14,307.5,129.4,7981
2023,6,10,307.5,238.3,7968
2023,6,0,307.5,133.7,6195
2023,6,2,307.5,102.7,5105
2023,6,4,307.5,116.8,5090
2023,6,1,307.5,157.2,4509
2023,6,6,307.5,101.9811114,4080
2023,6,15,307.5,139.9226344,3806
2023,6,3,307.5,117.65,2895
2023,5,5,317.0,186.3,23461
2023,5,14,317.0,129.0,17482
2023,5,2,317.0,102.9,10062
2023,5,4,317.0,117.1,8013
2023,5,10,317.0,239.8,8009
2023,5,3,317.0,117.71,7432
2023,5,7,317.0,127.13,6796
2023,5,6,317.0,102.041994,6286
2023,5,1,317.0,158.1,5737
2023,5,0,317.0,135.3,5323
2023,1,5,318.5,186.2,30593
2023,1,14,318.5,129.4,15035
2023,1,2,318.5,103.2,9262
2023,1,4,318.5,117.5,8472
2023,1,10,318.5,240.5,6853
2023,1,3,318.5,118.89,6223
2023,1,0,318.5,135.3,5522
2023,1,8,318.5,120.1,5110
2023,1,1,318.5,158.7,4735
2023,1,11,318.5,113.149,4455
2023,11,5,323.75,184.1,30063
2023,11,2,323.75,103.4,8445
2023,11,14,323.75,130.1,7504
2023,11,4,323.75,117.8,7231
2023,11,10,323.75,242.6,7163
2023,11,0,323.75,135.3,5969
2023,11,8,323.75,97.7,4162
2023,11,7,323.75,127.16,3177
2023,11,3,323.75,118.26,2661
2023,11,1,323.75,158.5,2426
2023,10,5,327.5,185.3,28222
2023,10,10,327.5,244.6,10629
2023,10,14,327.5,130.2,8454
2023,10,4,327.5,117.8,7548
2023,10,2,327.5,103.3,6211
2023,10,0,327.5,136.1,4977
2023,10,6,327.5,102.6252342,3862
2023,10,3,327.5,118.43,2956
2023,10,15,327.5,141.0975646,2651
2023,10,11,327.5,113.676,2488
2023,9,5,327.75,186.3,30335
2023,9,10,327.75,247.3,24912
2023,9,4,327.75,117.3,12331
2023,9,14,327.75,130.0,11526
2023,9,0,327.75,136.1,7900
2023,9,2,327.75,102.8,6673
2023,9,15,327.75,140.8132333,4299
2023,9,3,327.75,118.23,3882
2023,9,9,327.75,181.3,3343
2023,9,8,327.75,106.9,2875
2023,2,5,323.8,185.7,43973
2023,2,10,323.8,249.1,29657
2023,2,14,323.8,130.5,19265
2023,2,4,323.8,117.4,13747
2023,2,0,323.8,136.1,10847
2023,2,2,323.8,102.9,8274
2023,2,15,323.8,140.6733607,8044
2023,2,6,323.8,102.5238031,5968
2023,2,3,323.8,118.39,5509
2023,2,1,323.8,158.3,3640
2021,6,3,199.0,106.34,654
2021,6,2,199.0,100.2,176
2021,6,4,199.0,102.9,137
2021,6,14,199.0,111.4,121
2021,6,15,199.0,124.5994712,118
2021,6,1,199.0,141.4,67
2021,6,10,199.0,199.1713,33
2021,6,8,199.0,115.3,32
2021,6,12,199.0,101.1087,27
2021,6,6,199.0,94.61287292,22
2021,5,14,199.0,111.4,342
2021,5,6,199.0,97.25957117,249
2021,5,15,199.0,125.1988599,242
2021,5,4,199.0,103.4,215
2021,5,1,199.0,142.3,178
2021,5,2,199.0,100.5,167
2021,5,3,199.0,106.4,147
2021,5,12,199.0,101.023,123
2021,5,8,199.0,146.7567069,111
2021,5,7,199.0,110.23,72
2021,1,1,199.0,142.6,594
2021,1,4,199.0,103.5,515
2021,1,14,199.0,112.1,489
2021,1,8,199.0,147.6061868,456
2021,1,5,199.0,162.9,405
2021,1,6,199.0,97.33532945,341
2021,1,15,199.0,125.4575097,311
2021,1,3,199.0,107.05,248
2021,1,10,199.0,200.1283,247
2021,1,2,199.0,100.6,178
2021,11,5,199.0,163.2,8528
2021,11,8,199.0,150.7415328,1225
2021,11,4,199.0,103.8,466
2021,11,14,199.0,112.4,309
2021,11,10,199.0,201.3291,304
2021,11,1,199.0,142.9,265
2021,11,8,199.0,96.09717,245
2021,11,8,199.0,98.88029759,235
2021,11,11,199.0,100.575,182
2021,11,3,199.0,106.81,181
2021,10,5,200.0,165.5,8406
2021,10,14,200.0,113.4,2241
2021,10,8,200.0,153.6101952,2042
2021,10,10,200.0,203.5639,1328
2021,10,4,200.0,104.3,1196
2021,10,6,200.0,97.12746825,963
2021,10,1,200.0,143.9,688
2021,10,3,200.0,107.25,624
2021,10,15,200.0,126.8433954,573
2021,10,8,200.0,96.21444,473
2021,9,5,202.5,166.7,14236
2021,9,14,202.5,114.1,3770
2021,9,10,202.5,205.5181,3520
2021,9,4,202.5,104.5,2667
2021,9,8,202.5,158.1834372,2612
2021,9,6,202.5,97.24015859,1464
2021,9,3,202.5,107.64,1447
2021,9,15,202.5,127.4666312,1178
2021,9,1,202.5,144.2,1161
2021,9,0,202.5,121.3,940
2021,2,5,202.75,166.1,23566
2021,2,10,202.75,207.2033,10793
2021,2,14,202.75,114.7,8493
2021,2,4,202.75,104.7,5875
2021,2,13,202.75,316.2,3562
2021,2,0,202.75,121.3,3129
2021,2,3,202.75,107.85,3021
2021,2,6,202.75,97.16848802,2896
2021,2,15,202.75,127.8582746,2884
2021,2,8,202.75,226.266,2462
2021,3,8,194.0,211.234,1231
2021,3,13,194.0,294.1,845
2021,3,4,194.0,101.6,245
2021,3,10,194.0,193.9411,119
2021,3,2,194.0,101.5,117
2021,3,5,194.0,156.6,79
2021,3,14,194.0,109.4,79
2021,3,15,194.0,120.6179161,75
2021,3,1,194.0,138.9,71
2021,3,8,194.0,74.65509346,44
2021,7,8,198.5,212.501,1514
2021,7,4,198.5,102.1,502
2021,7,14,198.5,109.7,316
2021,7,13,198.5,299.1,287
2021,7,2,198.5,101.0,223
2021,7,10,198.5,195.2211,197
2021,7,5,198.5,156.8,183
2021,7,15,198.5,121.4722857,182
2021,7,1,198.5,139.6,120
2021,7,12,198.5,100.5577,84
2021,0,5,197.0,157.8,796
2021,0,2,197.0,100.7,475
2021,0,8,197.0,213.4520549,440
2021,0,4,197.0,102.4,383
2021,0,14,197.0,110.4,334
2021,0,15,197.0,122.4706554,248
2021,0,10,197.0,196.3534,173
2021,0,1,197.0,140.3,144
2021,0,12,197.0,100.7675,93
2021,0,3,197.0,105.86,84
2021,8,2,197.0,100.6,237
2021,8,4,197.0,102.6,222
2021,8,15,197.0,123.4525155,153
2021,8,14,197.0,111.0,149
2021,8,10,197.0,197.8064,94
2021,8,6,197.0,96.70748916,73
2021,8,1,197.0,141.0,69
2021,8,12,197.0,101.0339,45
2021,8,5,197.0,160.4,39
2021,8,0,197.0,118.8,34
2021,4,13,190.5,291.2,1460
2021,4,8,190.5,73.23585017,30
2021,4,2,190.5,100.9,27
2021,4,10,190.5,192.4401,20
2021,4,4,190.5,101.0,19
2021,4,7,190.5,107.62,18
2021,4,1,190.5,138.2,17
2021,4,5,190.5,156.3,17
2021,4,6,190.5,97.38818457,17
2021,4,15,190.5,119.9612025,10
2019,4,5,178.15,139.6,40049
2019,4,2,178.15,95.92448,26414
2019,4,14,178.15,106.4,26036
2019,4,4,178.15,98.09239,14027
2019,4,10,178.15,178.6042,13474
2019,4,3,178.15,103.01,11892
2019,4,0,178.15,114.1,10368
2019,4,15,178.15,115.434832,7849
2019,4,13,178.15,265.7,6481
2019,4,8,178.15,102.4,6433
2019,3,5,179.9,139.9,32286
2019,3,14,179.9,106.8,29750
2019,3,2,179.9,96.91061,28039
2019,3,3,179.9,103.06,17295
2019,3,4,179.9,98.47186,17268
2019,3,10,179.9,179.39,13008
2019,3,15,179.9,115.9227811,9678
2019,3,0,179.9,114.1,8810
2019,3,1,179.9,134.5,6469
2019,3,8,179.9,102.5,5363
2019,7,5,175.35,140.4,34812
2019,7,14,175.35,107.0,29682
2019,7,2,175.35,96.55202,23759
2019,7,4,175.35,98.85133,18134
2019,7,3,175.35,103.89,13957
2019,7,10,175.35,179.9641,12705
2019,7,15,175.35,116.5767431,12543
2019,7,0,175.35,114.1,11441
2019,7,6,175.35,97.22179459,7802
2019,7,1,175.35,135.4,6011
2019,0,14,176.0,107.6,24718
2019,0,5,176.0,141.2,23431
2019,0,4,176.0,99.8,16930
2019,0,2,176.0,96.64167,14263
2019,0,0,176.0,114.8,9565
2019,0,3,176.0,104.22,9148
2019,0,15,176.0,117.1940171,4810
2019,0,6,176.0,97.61509898,4655
2019,0,12,176.0,101.5173,4531
2019,0,1,176.0,136.0,3741
2019,8,5,176.2,142.0,11246
2019,8,14,176.2,107.9,2953
2019,8,0,176.2,114.8,2485
2019,8,4,176.2,99.98973,1767
2019,8,6,176.2,97.92270183,1610
2019,8,2,176.2,96.64167,1589
2019,8,1,176.2,136.6,1575
2019,8,15,176.2,117.4434949,1398
2019,8,3,176.2,104.33,1120
2019,8,10,176.2,181.1034,844
2019,6,5,176.4,142.9,15048
2019,6,0,176.4,114.8,4410
2019,6,14,176.4,107.9,4365
2019,6,2,176.4,96.55202,3496
2019,6,6,176.4,98.16091913,3350
2019,6,4,176.4,100.2743,3312
2019,6,1,176.4,136.3,2827
2019,6,15,176.4,117.4668834,2412
2019,6,3,176.4,104.58,1989
2019,6,8,176.4,97.69,1500
2019,5,5,176.3,144.2,18309
2019,5,14,176.3,108.0,13010
2019,5,4,176.3,100.7487,8385
2019,5,3,176.3,104.38,7142
2019,5,2,176.3,96.91061,6926
2019,5,7,176.3,106.9,6385
2019,5,0,176.3,115.4,5619
2019,5,6,176.3,97.44848362,3875
2019,5,1,176.3,137.0,3826
2019,5,12,176.3,101.2735,3421
2019,1,5,179.2,145.0,37568
2019,1,14,179.2,108.3,14132
2019,1,2,179.2,97.62781,9503
2019,1,4,179.2,100.5589,7667
2019,1,3,179.2,104.86,7087
2019,1,0,179.2,115.4,5985
2019,1,6,179.2,98.07236877,4930
2019,1,15,179.2,117.657202,4686
2019,1,11,179.2,97.059,4419
2019,1,1,179.2,136.8,4052
2019,11,5,182.0,145.8,28917
2019,11,2,182.0,98.43465,9231
2019,11,14,182.0,108.4,8322
2019,11,0,182.0,115.4,6895
2019,11,4,182.0,100.5589,6396
2019,11,6,182.0,97.84342589,4304
2019,11,3,182.0,104.5,2928
2019,11,15,182.0,117.7493803,2830
2019,11,7,182.0,106.7,2673
2019,11,1,182.0,136.2,2438
2019,10,5,181.05,147.2,33217
2019,10,2,181.05,99.33114,11683
2019,10,14,181.05,108.3,8763
2019,10,4,181.05,100.6538,7820
2019,10,10,181.05,181.0478,5761
2019,10,0,181.05,116.2,5562
2019,10,6,181.05,98.11434567,3934
2019,10,3,181.05,104.46,3383
2019,10,15,181.05,118.0185778,2836
2019,10,13,181.05,274.1,2655
2019,9,5,180.85,148.6,31677
2019,9,4,180.85,99.89487,20844
2019,9,2,180.85,99.68974,16312
2019,9,14,180.85,108.5,16038
2019,9,10,180.85,181.5548,14537
2019,9,0,180.85,116.2,7067
2019,9,6,180.85,97.98583349,5850
2019,9,3,180.85,104.52,4857
2019,9,13,180.85,274.3,4770
2019,9,15,180.85,117.9552912,4514
2019,2,5,181.3,150.4,48442
2019,2,14,181.3,108.5,20984
2019,2,10,181.3,182.2084,17559
2019,2,2,181.3,99.68974,16648
2019,2,0,181.3,116.2,14467
2019,2,4,181.3,100.3692,12349
2019,2,15,181.3,117.8479791,12302
2019,2,6,181.3,98.45511053,9033
2019,2,3,181.3,104.98,6824
2019,2,1,181.3,136.4,6512
2020,4,5,181.35,150.2,41448
2020,4,2,181.35,101.1241,22363
2020,4,14,181.35,108.3,21138
2020,4,10,181.35,182.9372,19616
2020,4,4,181.35,99.8,11494
2020,4,3,181.35,104.54,9352
2020,4,13,181.35,274.3,8549
2020,4,0,181.35,116.6,8115
2020,4,15,181.35,118.3052021,7494
2020,4,9,181.35,132.8,5577
2020,3,5,181.85,149.1,35309
2020,3,14,181.85,108.6,26348
2020,3,10,181.85,183.5409,20948
2020,3,4,181.85,100.1,16405
2020,3,3,181.85,104.53,11430
2020,3,0,181.85,116.6,9578
2020,3,15,181.85,118.6294315,7803
2020,3,13,181.85,273.5,6072
2020,3,1,181.85,137.4,5482
2020,3,9,181.85,133.7,4693
2020,7,5,189.0,148.6,12600
2020,7,10,189.0,184.5504,8833
2020,7,14,189.0,108.6,7969
2020,7,4,189.0,100.3,6608
2020,7,3,189.0,104.59,4056
2020,7,0,189.0,116.6,2590
2020,7,6,189.0,97.22341598,2183
2020,7,13,189.0,275.7,2155
2020,7,2,189.0,100.6759,1688
2020,7,9,189.0,134.0,1638
2018,4,5,153.9,136.9,37936
2018,4,2,153.9,94.3108,24275
2018,4,14,153.9,104.5,22940
2018,4,4,153.9,96.76426,15298
2018,4,3,153.9,101.75,12221
2018,4,10,153.9,170.1047,11569
2018,4,0,153.9,112.6,9452
2018,4,15,153.9,113.6715194,7501
2018,4,13,153.9,243.3,6636
2018,4,6,153.9,98.37446639,6124
2018,3,2,154.95,95.47623,35929
2018,3,5,154.95,136.4,32914
2018,3,14,154.95,104.9,23817
2018,3,4,154.95,97.04886,17066
2018,3,3,154.95,101.72,16871
2018,3,10,154.95,170.4619,11043
2018,3,15,154.95,114.1869845,5984
2018,3,0,154.95,112.6,5693
2018,3,8,154.95,99.5,5263
2018,3,13,154.95,245.5,5138
2018,7,5,155.6,136.5,30583
2018,7,14,155.6,105.1,30366
2018,7,4,155.6,97.61806,24423
2018,7,2,155.6,94.40044,21101
2018,7,3,155.6,102.75,14818
2018,7,15,155.6,114.4451757,9701
2018,7,10,155.6,170.9562,9089
2018,7,0,155.6,112.6,8932
2018,7,6,155.6,98.43439572,7239
2018,7,1,155.6,132.9,5113
2018,0,5,157.6,137.1,29860
2018,0,14,157.6,105.5,26063
2018,0,2,157.6,94.22115,17462
2018,0,0,157.6,113.0,14023
2018,0,4,157.6,97.80779,10803
2018,0,15,157.6,114.9001057,8679
2018,0,3,157.6,102.92,7411
2018,0,6,157.6,96.77385347,5696
2018,0,1,157.6,133.3,4972
2018,0,10,157.6,171.6059,4027
2018,8,5,158.15,137.8,42073
2018,8,2,158.15,94.04185,17103
2018,8,14,158.15,105.9,9337
2018,8,4,158.15,98.56673,6906
2018,8,0,158.15,113.0,4873
2018,8,6,158.15,96.43808138,4343
2018,8,8,158.15,99.3,4229
2018,8,15,158.15,115.3779657,4123
2018,8,3,158.15,103.36,3721
2018,8,1,158.15,133.4,3297
2018,6,5,158.2,138.5,32971
2018,6,2,158.2,94.04185,20424
2018,6,14,158.2,105.9,12104
2018,6,0,158.2,113.0,9997
2018,6,4,158.2,98.6616,5792
2018,6,8,158.2,100.2925,5422
2018,6,6,158.2,96.62776629,5362
2018,6,15,158.2,115.5618638,4979
2018,6,1,158.2,133.6,4676
2018,6,3,158.2,103.37,3688
2018,5,5,159.55,139.8,31032
2018,5,2,159.55,94.3108,27460
2018,5,14,159.55,105.9,25186
2018,5,7,159.55,104.28,13342
2018,5,3,159.55,103.28,11301
2018,5,4,159.55,99.04106,10825
2018,5,0,159.55,113.5,8801
2018,5,8,159.55,100.1513,8409
2018,5,15,159.55,115.56966,7164
2018,5,6,159.55,97.15409886,6348
2018,1,5,161.4,140.4,32115
2018,1,2,161.4,94.93834,26558
2018,1,14,161.4,106.5,23643
2018,1,3,161.4,103.78,11016
2018,1,4,161.4,99.13593,10809
2018,1,0,161.4,113.5,8239
2018,1,6,161.4,98.49068649,6880
2018,1,8,161.4,100.0101,6517
2018,1,7,161.4,104.4,6182
2018,1,11,161.4,96.742,5782
2018,11,5,169.0,140.2,32300
2018,11,2,169.0,95.56588,19600
2018,11,14,169.0,106.6,14226
2018,11,4,169.0,99.32567,9668
2018,11,0,169.0,113.5,8746
2018,11,6,169.0,97.82405402,4695
2018,11,8,169.0,99.9,4480
2018,11,15,169.0,115.7682333,4406
2018,11,3,169.0,103.56,4316
2018,11,7,169.0,103.95,4049
2018,10,5,175.3,140.6,38169
2018,10,2,175.3,95.74518,18882
2018,10,14,175.3,106.7,17673
2018,10,4,175.3,99.5154,9920
2018,10,0,175.3,114.1,6912
2018,10,6,175.3,97.38290027,5223
2018,10,3,175.3,103.67,4784
2018,10,15,175.3,115.9727684,3714
2018,10,7,175.3,104.32,3222
2018,10,10,175.3,174.473,3096
2018,9,5,178.5,140.8,39137
2018,9,14,178.5,106.9,21971
2018,9,2,178.5,95.38658,18888
2018,9,4,178.5,98.85133,18754
2018,9,0,178.5,114.1,10299
2018,9,10,178.5,175.3454,8090
2018,9,6,178.5,97.45706624,7418
2018,9,3,178.5,103.45,6825
2018,9,15,178.5,115.5843352,5799
2018,9,12,178.5,100.9228,3531
2018,2,5,182.6,140.1,45797
2018,2,14,182.6,107.1,26828
2018,2,2,182.6,95.47623,18283
2018,2,4,182.6,98.85133,16624
2018,2,0,182.6,114.1,14961
2018,2,6,182.6,97.20175936,12054
2018,2,10,182.6,176.8183,11258
2018,2,3,182.6,103.47,9475
2018,2,15,182.6,115.2151631,8848
2018,2,8,182.6,331.87,6834
