year,month,originCountry,dollarRate,consumerPriceIndex,totalCount
2018,June,Germany,158.2,98.6616,5792
2018,June,Saudi Arabia,158.2,100.2925,5422
2018,June,Maldives,158.2,96.62776629,5362
2018,June,United States,158.2,115.5618638,4979
2018,June,Canada,158.2,133.6,4676
2018,June,France,158.2,103.37,3688
2018,July,India,159.55,139.8,31032
2018,July,China,159.55,94.3108,27460
2018,July,United Kingdom,159.55,105.9,25186
2018,July,Netherlands,159.55,104.28,13342
2018,July,France,159.55,103.28,11301
2018,July,Germany,159.55,99.04106,10825
2018,July,Australia,159.55,113.5,8801
2018,July,Saudi Arabia,159.55,100.1513,8409
2018,July,United States,159.55,115.56966,7164
2018,July,Maldives,159.55,97.15409886,6348
2018,August,India,161.4,140.4,32115
2018,August,China,161.4,94.93834,26558
2018,August,United Kingdom,161.4,106.5,23643
2018,August,France,161.4,103.78,11016
2018,August,Germany,161.4,99.13593,10809
2018,August,Australia,161.4,113.5,8239
2018,August,Maldives,161.4,98.49068649,6880
2018,August,Saudi Arabia,161.4,100.0101,6517
2018,August,Netherlands,161.4,104.4,6182
2018,August,Spain,161.4,96.742,5782
2018,September,India,169.0,140.2,32300
2018,September,China,169.0,95.56588,19600
2018,September,United Kingdom,169.0,106.6,14226
2018,September,Germany,169.0,99.32567,9668
2018,September,Australia,169.0,113.5,8746
2018,September,Maldives,169.0,97.82405402,4695
2018,September,Japan,169.0,99.9,4480
2018,September,United States,169.0,115.7682333,4406
2018,September,France,169.0,103.56,4316
2018,September,Netherlands,169.0,103.95,4049
2018,October,India,175.3,140.6,38169
2018,October,China,175.3,95.74518,18882
2018,October,United Kingdom,175.3,106.7,17673
2018,October,Germany,175.3,99.5154,9920
2018,October,Australia,175.3,114.1,6912
2018,October,Maldives,175.3,97.38290027,5223
2018,October,France,175.3,103.67,4784
2018,October,United States,175.3,115.9727684,3714
2018,October,Netherlands,175.3,104.32,3222
2018,October,Russia,175.3,174.473,3096
2018,November,India,178.5,140.8,39137
2018,November,United Kingdom,178.5,106.9,21971
2018,November,China,178.5,95.38658,18888
2018,November,Germany,178.5,98.85133,18754
2018,November,Australia,178.5,114.1,10299
2018,November,Russia,178.5,175.3454,8090
2018,November,Maldives,178.5,97.45706624,7418
2018,November,France,178.5,103.45,6825
2018,November,United States,178.5,115.5843352,5799
2018,November,Switzerland,178.5,100.9228,3531
2018,December,India,182.6,140.1,45797
2018,December,United Kingdom,182.6,107.1,26828
2018,December,China,182.6,95.47623,18283
2018,December,Germany,182.6,98.85133,16624
2018,December,Australia,182.6,114.1,14961
2018,December,Maldives,182.6,97.20175936,12054
2018,December,Russia,182.6,176.8183,11258
2018,December,France,182.6,103.47,9475
2018,December,United States,182.6,115.2151631,8848
2018,December,Sweden,182.6,331.87,6834
